Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status
Release Upgarde, Import MPZ, genericTestGenerator.GMPOAuto, Verify,  "Verify network status after Release Upgrade to 12.01."- "Row_2"- "ReleaseUpgrade"- "release_upgrade"- "IMPORT MPZ" , passed
Release Upgarde, Import MPZ, genericTestGenerator.GMPOAuto, Verify,  "Verify Dashboard report should be same before and after Rel.Upgrade"- "Row_8"- "ReleaseUpgrade"- "release_upgrade"- "IMPORT MPZ" , passed
Release Upgarde, Import MPZ, genericTestGenerator.GMPOAuto, Verify,  "Verify BoM should be same before and after Rel.Upgrade"- "Row_14"- "ReleaseUpgrade"- "release_upgrade"- "IMPORT MPZ" , passed
Release Upgarde, Network Sharing, genericTestGenerator.GMPOAuto, Verify,  "Verify Release upraded network name should be <base net Name><space><Release Upgrade x.x><space><serial no>)"- "Row_2"- "ReleaseUpgrade"- "release_upgrade"- "misc" , passed
Release Upgarde, Network Sharing, genericTestGenerator.GMPOAuto, Verify,  "Sharing Network to planner- admin- reader and designer users."- "Row_9"- "ReleaseUpgrade"- "release_upgrade"- "misc" , passed
Release Upgarde, Network Sharing, genericTestGenerator.GMPOAuto, Verify,  "Release upgrading a net Shared network to Planner user"- "Row_19"- "ReleaseUpgrade"- "release_upgrade"- "misc" , passed
Release Upgarde, Network Sharing, genericTestGenerator.GMPOAuto, Verify,  "Release upgrading a net Shared network to admin user"- "Row_25"- "ReleaseUpgrade"- "release_upgrade"- "misc" , passed
Release Upgarde, Network Sharing, genericTestGenerator.GMPOAuto, Verify,  "Release upgrade should be enabled for  Shared network to Designer user"- "Row_36"- "ReleaseUpgrade"- "release_upgrade"- "misc" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "verify the system release for 11.0 mpz  Imported net"- "Row_2"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "verify the system release for 11.1 mpz  Imported net"- "Row_8"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify system release for  12.01 cpz imported net"- "Row_14"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify system release  for XL imported net."- "Row_19"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify system release should retain on close and  reopening the base net."- "Row_24"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify system release should retain on close and  reopening the release upgraded net."- "Row_30"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify system release after Release upgrading a 11.0 MPZ imported net to 12.01"- "Row_37"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify system release after Release upgrading a 11.1 MPZ imported net to 12.01"- "Row_44"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify system release should retain after upgrade (network created in current release) + Verify system release should retain after moving to design a analysed net (for any mpz- excel or network created in current release)- verify for different network type."- "Row_51"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify import of 11.1/ac2 CPZ should be blocked in 4.0. - Verify  Proper error message should show when user tries to import CPZ of older than 4.0GA release - verify Import of CPZ of ac2 release and upgraded net should be blocked ."- "Row_64"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "importing of 12.01 release upgraded net should be successful."- "Row_69"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify importing CPZ of  older release for planner/designer user should blocked"- "Row_75"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, System Release, genericTestGenerator.GMPOAuto, Verify,  "Verify importing CPZ of 12.01 release should be successful for planner/designer user."- "Row_81"- "ReleaseUpgrade"- "release_upgrade"- "System release" , passed
Release Upgarde, Unlock Network Elements, genericTestGenerator.GMPOAuto, Verify,  "Verify unlocking the entity of different  level should  work for site property- Verify unlock the site should retain after doing saveas- Deleting of site should be allowed only after unlock."- "Row_2"- "ReleaseUpgrade"- "release_upgrade"- "unlock" , failed
Release Upgarde, Unlock Network Elements, genericTestGenerator.GMPOAuto, Verify,  "Verify unlocking the entity of different  level should  work for fiber property- Verify editing of Fiber proerty after unlock- Deleting of  fiber should be allowed only after unlock."- "Row_16"- "ReleaseUpgrade"- "release_upgrade"- "unlock" , passed
Release Upgarde, Unlock Network Elements, genericTestGenerator.GMPOAuto, Verify,  "Verify unlocking the entity of different  level should  work for wave property- Verify editing of wave proerty after unlock- Deleting of wave subnet should be allowed only after unlock."- "Row_28"- "ReleaseUpgrade"- "release_upgrade"- "unlock" , passed
Release Upgarde, NONSSON Network Setup, genericTestGenerator.GMPOAuto, Verify,  "Release Upgrade Network Import 1"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "SetUp" , passed
Release Upgarde, NONSSON Network Setup, genericTestGenerator.GMPOAuto, Verify,  "Release Upgrade Network Import 2"- "Row_13"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "SetUp" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Network level unlock and ANALYZE"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update network Level property"- "Row_10"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Sites unlock and analyze"- "Row_18"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Fiber unlock and analyze"- "Row_25"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Waves unlock and analyze"- "Row_32"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Plain Release upgrade and save as and analyze."- "Row_39"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update- Name-Site Type-NCS-PAYG and Node protection in Release upgrade mode."- "Row_81"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , failed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update Scalable Up to 4-8-12-16 and add fibers"- "Row_95"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Updating Mpo16Lc-MPO16To2MPO8Cable-MF-2MPO-ADP-Chassis Type-Power Supply property in upgrade after unlock the node."- "Row_120"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Updating scalable and Pre-Equip Degree to 8-4-12-16-Auto-None"- "Row_131"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Power Supply units"- "Row_152"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the UTS AC Power Cables=Japan-China-EU-UK-AUS-V220-V110"- "Row_172"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the UTS AC Power Cables=Japan-China-EU-UK-AUS-V220-V110"- "Row_190"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Redundant Power Scheme with AC Power=1+1-2+2 and Auto"- "Row_205"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Redundant Power Scheme=1+1-2+1-Auto-3+1"- "Row_219"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the ECU Type and MF property in upgrade after unlock the node"- "Row_232"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update fiber Name- Type- Length-Loss Coefficent-Loss-Ageing Loss-Length Based Loss- RAMAN Amplified-PMD after fiber unlock"- "Row_247"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , failed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update wave Name- Wavelength and Type after wave unlock"- "Row_260"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , failed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Add multiple fibers and waves and analyze"- "Row_308"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Delete multiple waves and analyze"- "Row_320"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Delete multiple fibers and analyze"- "Row_329"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Fiber Length- Loss Coefficient- PMD coefficiant- Connector loss A&B at couple level"- "Row_339"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Change Protection to 1+1 and force protect path."- "Row_347"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Adding New subnet with 72 ch rule- Changing CH rule to 80 ch for default subnet- Changing the Current subnet and checking the new added fiber should be the part of currect subnet- Adding Fiber link to newly added subnet after Rel.Upgrade- Deleting Fiberlink from subnet after Rel.Upg- Add multiple subnet with different ch rule. After Rel.upgrade- Adding new subnet after upgrade to a release upgraded net."- "Row_358"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Changing scalable upto to 16 after upgrade to a release upgraded net.Update Scalable Up to 4-8-12-16 and add fibers"- "Row_373"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , failed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Adding  ROADM node after upgrade to a release upgraded net"- "Row_391"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Deleting site after upgrade to a release upgraded net."- "Row_402"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Editing fiber length after upgrade to a release upgraded net"- "Row_407"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Convert to SSON to a release upgrade net and doing upgrade and analyse"- "Row_418"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "multiple upgrade after release upgrade.(4-5 times). Edit propperty each time."- "Row_429"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "OLA node Unlock is working in Rel. upgrade.- convert to ROADM- add waves - contentionless sides- add 2 fiber and analyse."- "Row_451"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "ROADM-Passthourhg and OLA node addition in upgrade mode- ROADM-Passthrough and OLA node deletion in upgrade mode."- "Row_462"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Pre-Equip Degree from 12  to 8 after Rel.upgrade. Check sides get deleted."- "Row_507"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , failed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Changing protect path of wave to another subnet after re.upgrade."- "Row_519"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Adding new subnet with 64 ch rule in UPGRADE for XL imported net."- "Row_530"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Changing Evolved mesh flag and chcek the connection for 8 Deg net- Changing Evolved mesh flag and chcek the connection for 12 Deg net- Change the Evolved mesh to ON change deg  from 8 to12."- "Row_540"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Change the Evolved mesh to OFF change deg  from 4 to 8."- "Row_557"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Changing scalable upto from 4 to 8 and making deg4 to 5 by adding 1 duct in Rel.Upg.- Changing scalable upto from 8 to 12 and making deg8 to9 by adding 1 duct."- "Row_575"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Changing scalable upto from 12 to 16 and making deg12 to 13 by adding 1 duct."- "Row_588"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "Legacy_Upgrade" , passed
Release Upgarde, NONSSON SaveAS Test Cases, genericTestGenerator.GMPOAuto, Verify,  "Analyse Network after SaveAs and Upgrade"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "SaveAS" , passed
Release Upgarde, NONSSON SaveAS Test Cases, genericTestGenerator.GMPOAuto, Verify,  "Analyse Network after Upgrade Unlock and add fiber"- "Row_9"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "SaveAS" , passed
Release Upgarde, NONSSON SaveAS Test Cases, genericTestGenerator.GMPOAuto, Verify,  "Analyse Network after Upgrade Unlock add fiber and wave"- "Row_18"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "SaveAS" , passed
Release Upgarde, NONSSON ShareNetwork, genericTestGenerator.GMPOAuto, Verify,  "Verify Upgraded Network shared with Groups"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "ShareNetwork" , passed
Release Upgarde, NONSSON ShareNetwork, genericTestGenerator.GMPOAuto, Verify,  "Verify Shared Network after SaveAs and upgrade"- "Row_9"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "ShareNetwork" , passed
Release Upgarde, NONSSON ShareNetwork, genericTestGenerator.GMPOAuto, Verify,  "Verify Shared Network after SaveAs and upgrade"- "Row_16"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "ShareNetwork" , passed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Check the node failure restoration after rel.upgrade with 11.1 net"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , failed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Check the node failure restoration after upgrade for XL imported net"- "Row_15"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , failed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Check the node and Fiber failure restoration after rel.upgrade with 11.0 net"- "Row_31"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , failed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "check the impacted fiber count is proper in Rel.upgrade- check the failed & impacted fiber count is proper in Rel.upgrade- Verify restoration after Multiple node failure in Rel.upgrade"- "Row_44"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , failed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Check the traffic monitoring in MAP  after Rel.upgrade"- "Row_56"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , passed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration after changing optical subnet to 80ch- Verify fiber hotzone detail were proper in exported report after Rel.upg- Verify Fiber hotzone after Release upgrade with node failure."- "Row_80"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , failed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Verify restoration 1+1 protected service in Rel.upg"- "Row_99"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , passed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Verify wave restoration in ETSI netowkr after Rel.Upg- Verify fiber restration should fail on failing regen site in Rel.upgrade."- "Row_112"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , failed
Release Upgarde, NONSSON whatif, genericTestGenerator.GMPOAuto, Verify,  "Verify routing should fail- when tries to route 96 channel on 80 channel subnet rule fiber in rel.upg (here channels are 87 which greater than 80)"- "Row_125"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "whatif" , failed
Release Upgarde, NONSSON RAMAN Network, genericTestGenerator.GMPOAuto, Verify,  "Verify forcing EDFA17 pre amplifier after Release upgrade-Verify forcing EDFA24 pre amplifier  after Release upgrade- Verify forcing ATT-LC-2  attenuator after Rel.upg- Verify forcing ATT-LC-3  attenuator after Rel.upg- Verify forcing ATT-LC-5  attenuator after Rel.upg- Verify forcing ATT-LC-18  attenuator after Rel.upg."- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "MISC" , passed
Release Upgarde, NONSSON RAMAN Network, genericTestGenerator.GMPOAuto, Verify,  "Verify forcing EDFA17 pre amplifier after Release upgrade-Verify forcing EDFA24 pre amplifier  after Release upgrade- Verify forcing ATT-LC-2  attenuator after Rel.upg- Verify forcing ATT-LC-3  attenuator after Rel.upg- Verify forcing ATT-LC-5  attenuator after Rel.upg- Verify forcing ATT-LC-18  attenuator after Rel.upg."- "Row_14"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "MISC" , passed
Release Upgarde, NONSSON RAMAN Network, genericTestGenerator.GMPOAuto, Verify,  "Verify forcing EDFA17 pre amplifier after Release upgrade-Verify forcing EDFA24 pre amplifier  after Release upgrade- Verify forcing ATT-LC-2  attenuator after Rel.upg- Verify forcing ATT-LC-3  attenuator after Rel.upg- Verify forcing ATT-LC-5  attenuator after Rel.upg- Verify forcing ATT-LC-18  attenuator after Rel.upg."- "Row_26"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "MISC" , passed
Release Upgarde, NONSSON RAMAN Network, genericTestGenerator.GMPOAuto, Verify,  "Verify forcing RAMAN -GMPO Raman Amp  after Release upgrade- Verify forcing RAMAN -COP-GMPO Raman Amp  after Release upgrade"- "Row_38"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "MISC" , passed
Release Upgarde, NONSSON RAMAN Network, genericTestGenerator.GMPOAuto, Verify,  "Verify forcing RAMAN -GMPO Raman Amp  after Release upgrade- Verify forcing RAMAN -COP-GMPO Raman Amp  after Release upgrade"- "Row_50"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "MISC" , passed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on Fiber deletion"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , passed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on node deletion"- "Row_11"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , passed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on node addition"- "Row_19"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , passed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on fiber addition"- "Row_27"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , passed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on wave addition"- "Row_36"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , failed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on wave deletion- Network save warning message on fiber deletion- Network save warning message on node deletion"- "Row_45"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , failed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Deleting Current optical subnet after upgrade"- "Row_61"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , passed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on node conversion to OLA when waves are present on node."- "Row_68"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , passed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on node conversion to Passthrough when waves are present on node."- "Row_75"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , failed
Release Upgarde, NONSSON Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Enabling cascaded SMR without evolve mesh and SMR20 forced."- "Row_82"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "warning_msg" , passed
Release Upgarde, SSON Network Setup, genericTestGenerator.GMPOAuto, Verify,  "Release Upgrade Network Import 1"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "SetUp" , passed
Release Upgarde, SSON Network Setup, genericTestGenerator.GMPOAuto, Verify,  "Release Upgrade Network Import 2"- "Row_11"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "SetUp" , passed
Release Upgarde, SSON Network ConvertTOSSON, genericTestGenerator.GMPOAuto, Verify,  "Update network Level property"- "Row_20"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "convertTOSSON" , failed
Release Upgarde, SSON Network ConvertTOSSON, genericTestGenerator.GMPOAuto, Verify,  "Import nonSSON mpz and convert to SSON after release upgrade"- "Row_36"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "convertTOSSON" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Sites unlock and analyze"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Fiber unlock and analyze"- "Row_9"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Waves unlock and analyze"- "Row_15"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update- Name-Site Type-NCS-PAYG and Node protection in upgrade mode."- "Row_51"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update Scalable Up to 4-8-12-16 and add fibers"- "Row_64"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Updating Mpo16Lc-MPO16To2MPO8Cable-MF-2MPO-ADP-Chassis Type-Power Supply property in upgrade after unlock the node."- "Row_86"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Updating scalable and Pre-Equip Degree to 8-4-12-16-Auto-None"- "Row_96"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Power Supply units"- "Row_110"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the UTS AC Power Cables=Japan-China-EU-UK-AUS-V220-V110"- "Row_128"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the UTS AC Power Cables=Japan-China-EU-UK-AUS-V220-V110"- "Row_145"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Redundant Power Scheme with AC Power=1+1-2+2 and Auto"- "Row_160"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Redundant Power Scheme=1+1-2+1-Auto-3+1"- "Row_172"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the ECU Type and MF property in upgrade after unlock the node"- "Row_184"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
